company,pp,res,rows,issuer,nav,cells,median_spread_pct,rule_label,label,basis,note
NM:UNTRADE CHINA DILI,0.0,0.0,24,China Dili Group,17341825.2,2,119.98402137765086,listed,listed,rule,
NM:SPH REIT,0.0,0.0,6,SPH REIT,16994950.97,1,0.00010215874171048966,listed,listed,rule,
NM:RIPPLE,0.0,0.1111111111111111,9,Ripple Labs Inc Preferred A shares,16929100.0,1,146.40657084188913,unclassified,unclassified,unclassified,
NM:SAWAI PHARMACEUTICAL,0.0,0.0,14,Sawai Pharmaceutical Co Ltd,16907750.80195602,1,1.225271794323457,listed,listed,rule,
NM:CICC,0.0,0.07142857142857142,14,China International Capital Corp Ltd,16845181.41,1,51.49819414828287,unclassified,unclassified,unclassified,
NM:FU SHOU YUAN INTERNATIONAL,0.0,0.0,6,Fu Shou Yuan International Group Ltd,16830870.87,1,7.171564053047774,listed,listed,rule,
NM:VERITAS NEWCO,0.0,0.0,65,Veritas Newco,16673228.52,3,0.0,listed,listed,rule,
NM:GO AHEAD,0.0,0.0,16,Go-Ahead Group PLC/The,16515573.73,1,0.24218311246744229,listed,listed,rule,
NM:TIANLI EDUCATION INTERNATIONAL,0.0,0.35294117647058826,17,Tianli Education International Holdings Ltd,16491781.06,3,23.22898859681235,unclassified,unclassified,unclassified,
NM:CT ENVIRONMENTAL,0.0,0.0,34,CT Environmental Group Ltd,16450640.6,5,100.00022494840937,listed,listed,rule,
NM:CELLIVERY THERAPEUTICS,0.0,0.0,35,Cellivery Therapeutics Inc,16425845.81,7,25.212512372136487,listed,listed,rule,
NM:TRADA ALAM MINERA TBK PT,0.0,0.0,23,Trada Alam Minera Tbk PT,16102018.32,4,40.76438152875544,listed,listed,rule,
NM:PHARMALLY INTERNATIONAL,0.0,0.0,35,Pharmally International Holding Co Ltd,15939680.879999999,7,33.33330837647277,listed,listed,rule,
NM:YAOKO,0.0,0.0,8,Yaoko Co Ltd,15925451.690000001,1,0.9154894720208917,listed,listed,rule,
NM:UNTRADE HUIYUAN JUICE,0.0,0.0,15,China Huiyuan Juice Group Ltd.,15373362.24,3,44.0284747939462,listed,listed,rule,
NM:MNEQ HLDGS,0.0,0.5974842767295597,159,MNSN HOLDINGS INC,15080884.42,6,17.823529411764703,unclassified,unclassified,unclassified,
NM:STARK PCL,0.0,0.0,5,STARK Corp PCL,15020919.95,1,0.014645782838185184,listed,listed,rule,
NM:PARAGON LITIGATION,0.0,1.0,24,PARAGON LITIGATION CLASS B,14913425.430000002,4,0.0,unclassified,unclassified,unclassified,
NM:HANGZHOU STEAM TURBINE POWER,0.0,0.0,5,Hangzhou Steam Turbine Power Group Co Ltd,14618813.87,1,0.47520772052760396,listed,listed,rule,
NM:NUVAMA WEALTH MANAGEMENT,0.0,0.0,6,Nuvama Wealth Management Ltd,14392440.81,1,16.23732495393071,listed,listed,rule,
NM:WOM NEW HOLDCO,0.0,0.0,55,WOM NEW HOLDCO COMMON,14225131.0,5,0.0,listed,listed,rule,
NM:STRIKE ENERGY,0.0,0.0,6,Strike Energy Ltd,14173916.479999999,1,0.20650545229796702,listed,listed,rule,
NM:MH DEVELOPMENT,0.0,0.0,130,Camsing International Holding Ltd,14133406.18,22,74.2423930744371,listed,listed,rule,
NM:EAGLE HOSPITALITY TRUST,0.0,0.00980392156862745,102,Eagle Hospitality Trust,13750848.72,17,0.0006654526061966592,unclassified,unclassified,unclassified,
NM:INSIGHT M,0.0,0.2,30,INSIGHT M INC SERIES D,13726401.649999999,6,2.1310390896367437e-06,unclassified,unclassified,unclassified,
NM:CAREGEN,0.0,0.0,10,Caregen Co. Ltd.,13648159.52,2,61.22549030469936,listed,listed,rule,
NM:HUADIAN POWER INTERNATIONAL,0.0,0.0,14,Huadian Power International Corp Ltd,13643835.3,1,2.0379025794899475,listed,listed,rule,
NM:VOBILE,0.0,0.0,9,VOBILE GROUP LTD,13565156.9,1,2.5362023895548313,listed,listed,rule,
NM:ORPEA,0.0,0.0,13,Orpea SA,13309047.3,1,2.9062629680609575e-05,listed,listed,rule,
NM:ACNR,0.0,0.0,30,ACNR HOLDINGS INC,13251505.149999999,3,89.5194123396818,listed,listed,rule,
NM:TIANHE CHEMICALS,0.0,0.7142857142857143,7,Tianhe Chemicals Group Ltd.,13122826.59,1,185.7142851395101,unclassified,unclassified,unclassified,
NM:BRIGHTCOM,0.0,0.0,10,Brightcom Group Ltd,13018199.379999999,2,12.50000022326715,listed,listed,rule,
NM:LUNDIN ENERGY,0.0,0.0,23,LUNDIN ENERGY MERGERCO AB,12991118.69,1,5.1039322680688,listed,listed,rule,
NM:KANGJI MEDICAL,0.0,0.0,6,Kangji Medical Holdings Ltd,12932447.1,1,0.9456021221728506,listed,listed,rule,
NM:CHINA FORTUNE LAND DEVELOPMENT,0.0,0.0,9,China Fortune Land Development Co Ltd,12929205.4,1,7.252712075356271e-05,listed,listed,rule,
NM:KUM YANG,0.0,0.0,36,Kum Yang Co Ltd,12502837.07,6,133.3154629444511,listed,listed,rule,
NM:AARTI PHARMALABS,0.0,0.09090909090909091,22,Aarti Pharmalabs Ltd,12454842.07,3,0.10554155993578451,unclassified,unclassified,unclassified,
NM:HOPSON DEVELOPMENT,0.0,0.0,9,Hopson Development Holdings Ltd,12235588.31,1,4.003950462249484,listed,listed,rule,
NM:ORANGE LIFE INSURANCE,0.0,0.6,5,Orange Life Insurance Ltd.,12214479.020000001,1,9.611655316576439,unclassified,unclassified,unclassified,
NM:LOOKERS,0.0,0.0,33,Lookers PLC,12137595.99,4,0.10486981103605686,listed,listed,rule,
NM:COPPER PROPERTY CTL PASS THROU,0.0,0.6,5,Copper Property CTL Pass Through Trust,12002148.5,1,3.960396039603964,unclassified,unclassified,unclassified,
NM:HIROSHIMA BANK,0.0,0.0,10,The Hiroshima Bank Ltd.,11955239.21,1,2.1340720491949794,listed,listed,rule,
NM:TORCHLIGHT ENERGY RESOURCES,0.0,0.0,13,Meta Materials Inc,11873928.239999998,2,2.220446049250313e-14,listed,listed,rule,
NM:ASCOTT RESIDENCE TRUST,0.0,0.0,16,Ascott Residence Trust,11826423.48,1,0.022317572168195632,listed,listed,rule,
NM:MCDERMOTT INTERNATIO QIB AI CTRACUSIP,0.0,0.0,6,"Mcdermott International, Ltd.",11775763.5,1,8.854072068921814,listed,listed,rule,
ROW:192280,0.0,0.0,48,Intelsat Jackson Holdings SA,11687269.55,4,6.749488111649072,listed,listed,rule,
NM:OPORTUN FINANCIAL,0.0,1.0,8,OPORTUN FINANCIAL CORPORATION,11623594.149999999,1,2.4559343447805304e-07,unclassified,unclassified,unclassified,
NM:ALDER BIOPHARMACEUTICALS,0.0,0.0,160,Alder Biopharmaceuticals Inc,11497412.83,11,127.2727272727273,listed,listed,rule,
NM:NIIT LEARNING,0.0,0.0,9,NIIT Learning Systems Ltd,10825929.47,1,2.1465035583660086,listed,listed,rule,
NM:PALADIN ENERGY,0.0,0.0,5,Paladin Energy Ltd,10722563.1,1,8.91639653440226,listed,listed,rule,
NM:SERBA DINAMIK BHD,0.0,0.0,30,Serba Dinamik Holdings Bhd,10644911.55,3,66.66669308905524,listed,listed,rule,
NM:WINGTECH,0.0,0.0,5,Wingtech Technology Co Ltd,10522009.69,1,0.07801890516421217,listed,listed,rule,
NM:IYO BANK,0.0,0.0,6,Iyo Bank Ltd/The,10421823.88,1,0.08797035372805073,listed,listed,rule,
NM:LUXI CHEMICAL,0.0,0.0,12,Luxi Chemical Group Co Ltd,10395261.01,1,9.71122128450903,listed,listed,rule,
NM:ASIA CEMENT,0.0,0.0,8,Asia Cement China Holdings Corp,10252552.38,1,0.01158971507051465,listed,listed,rule,
NM:GULF ENERGY DEVELOPMENT PCL,0.0,0.0,12,Gulf Energy Development PCL,10243631.25,1,0.6053729151503262,listed,listed,rule,
NM:MATTERPORT,0.0,0.0,5,Matterport Inc,10230176.36,1,98.43181884322918,listed,listed,rule,
NM:IDP EDUCATION,0.0,0.0,10,IDP Education Ltd,10129767.625,1,9.885047988600014,listed,listed,rule,
NM:VERITAS,0.0,0.0,96,"Veritas, Inc.",10124244.0,2,13.712940905411998,listed,listed,rule,
NM:FADU,0.0,0.0,5,Fadu Inc,10108670.22,1,0.7871322024861405,listed,listed,rule,
NM:CSTONE PHARMACEUTICALS,0.0,0.7142857142857143,7,CStone Pharmaceuticals,9910797.16,1,8.248121062746261,unclassified,unclassified,unclassified,
NM:AUSTAL,0.0,0.0,6,Austal Ltd,9905302.24,1,1.3656316929926415,listed,listed,rule,
NM:INTEROJO,0.0,0.0,32,Interojo Co Ltd,9869717.17,3,34.010814878179296,listed,listed,rule,
NM:HUAFON CHEMICAL,0.0,0.0,10,HUAFON CHEMICAL CO LTD,9830627.629999999,1,1.7430942345610045,listed,listed,rule,
NM:AXIS ENERGY SERVICES,0.0,1.0,72,AXIS ENERGY SERVICES HOLDINGS LLC,9767063.06,8,2.3987228203736777e-06,unclassified,unclassified,unclassified,
NM:ROTHSCHILD,0.0,0.0,6,Rothschild & Co,9718037.649999999,1,0.8673129890654607,listed,listed,rule,
NM:SAKARI RESOURCES,0.0,0.9657534246575342,146,Sakari Resources Ltd.,9683999.17,12,35.768349334724626,unclassified,unclassified,unclassified,
NM:XINJIANG ZHONGTAI CHEMICAL,0.0,0.0,10,Xinjiang Zhongtai Chemical Co Ltd,9362300.379999999,1,0.1674254684482568,listed,listed,rule,
NM:AIFUL,0.0,0.0,7,Aiful Corp,9191389.36,1,3.3733122747277244,listed,listed,rule,
NM:LUCKIN COFFEE,0.0,0.0,15,Luckin Coffee Inc,9049875.25,1,0.0,listed,listed,rule,
NM:ALTICE,0.0,0.0,38,ALTICE SA,8957759.66,2,21.53376648284152,listed,listed,rule,
NM:BELLEVUE GOLD,0.0,0.0,6,Bellevue Gold Ltd,8810938.63,1,0.06719904966441259,listed,listed,rule,
ROW:307733,0.0,0.0,31,AVAYA HOLDINGS CORP,8771592.95,3,253.07942737367875,listed,listed,rule,
NM:WANGFUJING,0.0,0.0,9,Wangfujing Group Co Ltd,8732644.86,1,0.7691961590029495,listed,listed,rule,
NM:DAEDUCK ELECTRONICS,0.0,0.0,5,Daeduck Electronics Co,8512027.1033,1,7.946890578924837e-05,listed,listed,rule,
NM:DATAMINR,1.0,0.4,5,Dataminr Inc - Private Placement,8413263.46,1,53.549382716049365,unclassified,unclassified,unclassified,
NM:CGN POWER,0.0,0.7272727272727273,11,CGN Power Co Ltd,8392348.67,1,0.5150544572565474,unclassified,unclassified,unclassified,
NM:MILLICOM INTERNATIONAL CELLULAR,0.0,0.0,9,Millicom International Cellular SA,8203313.72,1,0.19232607650636613,listed,listed,rule,
NM:X 5 RETAIL NV REGS GDR,0.0,0.0,6,X5 Retail Group NV,8177499.96,1,138.55026157741798,listed,listed,rule,
NM:CHUGOKU BANK,0.0,0.0,5,Chugoku Bank Ltd/The,8159956.609999999,1,0.09168471779541498,listed,listed,rule,
NM:WINTIME ENERGY,0.0,0.0,11,Wintime Energy Group Co Ltd,8104933.58,1,0.13648451026515573,listed,listed,rule,
NM:ORORA,0.0,0.0,5,Orora Ltd,8102524.38,1,2.137008397766005,listed,listed,rule,
NM:ZEITVIEW,0.0,0.125,8,ZEITVIEW SERIES E 3 PREF EQ,8046145.7700000005,1,1.0914841697129418e-06,unclassified,unclassified,unclassified,
NM:CITY DEVELOPMENTS,0.0,0.0,7,City Developments Ltd,8019027.95,1,9.890048065555002,listed,listed,rule,
NM:TONGAAT HULETT PVT,0.0,0.0,21,Tongaat Hulett Ltd.,7966955.78,3,99.99998278863049,listed,listed,rule,
NM:FERRELLGAS PARTNERS,0.0,0.0,6,Ferrellgas Partners LP,7964026.5,1,3.750000000000009,listed,listed,rule,
NM:EURONEXT,0.0,0.0,9,Euronext NV,7942493.06,1,0.316706172868364,listed,listed,rule,
NM:JUPITER RESOURCES,0.0,0.0,10,JUPITER RESOURCES INC COMMON STOCK,7800944.0,1,2.220446049250313e-14,listed,listed,rule,
NM:TAEYOUNG ENGINEERING CONSTRUCTION,0.0,0.0,5,Taeyoung Engineering & Construction Co Ltd,7769671.430000001,1,0.520537678318922,listed,listed,rule,
NM:DE GREY MINING,0.0,0.0,5,De Grey Mining Ltd,7728758.0,1,1.1902677551974161,listed,listed,rule,
NM:SHIMAO SERVICES,0.0,0.18181818181818182,11,Shimao Services Holdings Ltd,7629663.109999999,1,33.36138108737152,unclassified,unclassified,unclassified,
NM:TRAVELPORT,0.0,0.0,22,TRAVELPORT,7612752.039999999,3,157.62768496420048,listed,listed,rule,
NM:CORONADO GLOBAL RESOURCES,0.0,0.0,12,Coronado Global Resources Inc,7437144.55,1,1.0095451765954166,listed,listed,rule,
NM:GDS,0.0,0.0,6,GDS Holdings Ltd,7416800.12,1,0.7122144665083541,listed,listed,rule,
NM:DONGKOOK PHARMACEUTICAL,0.0,0.0,8,DongKook Pharmaceutical Co Ltd,7313788.18,1,7.830296163454276,listed,listed,rule,
NM:EOFLOW,0.0,0.0,5,Eoflow Co Ltd,7298576.59,1,0.360994885706134,listed,listed,rule,
NM:HUA HAN HEALTH INDUSTRY,0.0,0.0,25,Hua Han Health Industry Holdings Ltd,7128781.27,5,145.28303530103082,listed,listed,rule,
NM:TAPSTONE ENERGY,0.25,0.0,8,TAPSTONE ENERGY COMMON UNITS,7113461.1,1,277.6515151515151,unclassified,unclassified,unclassified,
NM:VILMORIN CIE,0.0,0.0,10,Vilmorin & Cie SA,7097401.83,2,0.006249919681355909,listed,listed,rule,
NM:KCC,0.0,0.0,6,KCC Corp,7096297.16,1,3.790454430278656,listed,listed,rule,
NM:YUYANG DNU,0.0,0.0,27,Yuyang DNU Co Ltd,7093729.34,5,25.00000504644777,listed,listed,rule,
NM:JAMF,0.0,0.0,7,Jamf Holding Corp,7019399.25,1,0.0,listed,listed,rule,
NM:CHERRY,0.0,0.0,30,Cherry AB,6830750.2700000005,6,7.927812317731764e-06,listed,listed,rule,
NM:OZON ADR RUB,0.0,0.0,12,OZON HOLDINGS PLC,6763269.9399999995,1,196.62132931730514,listed,listed,rule,
NM:GUOLIAN MINSHENG SECURITIES,0.0,0.0,9,GUOLIAN SECURITIES CO LTD,6746747.85,1,0.4631017071520471,listed,listed,rule,
NM:HINO MOTORS,0.0,0.0,5,Hino Motors Ltd,6685651.210000001,1,1.616717457313177,listed,listed,rule,
NM:TAIHAN ELECTRIC WIRE,0.0,0.0,5,Taihan Electric Wire Co Ltd,6652885.18,1,2.0097910599469415,listed,listed,rule,
NM:MARINE ONE HOLDCO,0.0,1.0,99,MARINE ONE HOLDCO LLC,6619890.640000001,11,2.382767561037724e-05,unclassified,unclassified,unclassified,
NM:CHINA ZHENGTONG AUTO SERVICES,0.0,0.0,10,China ZhengTong Auto Services Holdings Ltd,6323293.44898478,2,4.211578747298283,listed,listed,rule,
NM:SL,0.0,0.0,12,SL Corp,6290481.16,2,64.69588996477319,listed,listed,rule,
NM:QISDA,0.0,0.0,5,Qisda Corp,6105842.83,1,6.314323412573186,listed,listed,rule,
NM:NEW BLACKBOARD,0.0,0.0,10,"NEW BLACKBOARD, LLC",5935031.3100000005,2,0.0,listed,listed,rule,
NM:ALKANE RESOURCES,0.0,0.0,7,Alkane Resources Ltd,5915049.27,1,1.02914928669251,listed,listed,rule,
ROW:230457,0.0,0.0,95,Scilex Holding Co.,5889315.39,8,12.215269684557162,listed,listed,rule,
NM:SAVANNAH ENERGY,0.0,0.0,41,Savannah Energy PLC,5825417.8,5,24.76189026899469,listed,listed,rule,
NM:TOURMALINE OIL,0.0,0.0,49,TOURMALINE OIL CORP,5612813.88,5,0.08807779998951659,listed,listed,rule,
NM:SAMYANG,0.0,0.0,5,Samyang Holdings Corp,5475444.42,1,1.3775377949443168e-06,listed,listed,rule,
NM:CHINA YUHUA EDUCATION,0.0,0.9,10,China Yuhua Education Corp Ltd,5474219.36,1,5.2631593855491765,unclassified,unclassified,unclassified,
NM:Y2 SOLUTION,0.0,0.0,24,Y2 Solution Co Ltd,5439033.09,4,30.000001671663156,listed,listed,rule,
NM:LONG WALL,1.0,0.75,32,Long Wall Co SER A-8 CVT PFD STOCK PP,5390570.02,2,208.8409097606193,venture,venture,rule,
NM:ADVENT HOTELS INTERNATIONAL PV,0.0,0.0,12,Advent Hotels International Pvt Ltd,5323327.119999999,2,5.249797419004665e-06,listed,listed,rule,
NM:STL NETWORKS,0.0,0.0,10,STL Networks Ltd,5317919.720000001,2,15.086781593758325,listed,listed,rule,
NM:WANXIANG QIANCHAO,0.0,0.0,7,Wanxiang Qianchao Co Ltd,5272054.6899999995,1,0.16846264463248328,listed,listed,rule,
NM:ALPIQ,0.0,0.0,5,Alpiq Holding AG,5238777.5200000005,1,9.995536176532482e-07,listed,listed,rule,
NM:TXSE,0.0,0.07692307692307693,26,"TXSE Group, Inc",5120260.0,3,0.0,unclassified,unclassified,unclassified,
NM:AMASTEN FASTIGHETS,0.0,0.0,7,Neobo Fastigheter AB,4853984.43,1,0.00033248417850018086,listed,listed,rule,
NM:ROO HSING,0.0,0.0,26,Roo Hsing Co Ltd,4852183.41,2,100.0000056431891,listed,listed,rule,
NM:MIRATI THERAPEUTICS,0.0,0.037037037037037035,27,BRISTOL-MYERS SQUIBB CO,4494902.74,5,25.0,unclassified,unclassified,unclassified,
NM:AU OPTRONICS,0.0,0.0,8,AUO Corp,4316286.3,1,25.27949828500471,listed,listed,rule,
NM:STERLING BANCORP MI,0.0,0.0,32,STERLING BANCORP INC/MI,4293430.03,5,6.075085324232088,listed,listed,rule,
NM:DIAMOND OFFSHORE DRILLING,0.0,0.0,21,DIAMOND OFFSHORE DRILLING INC,4186945.9,3,13.524931628129355,listed,listed,rule,
NM:WEBJET,0.0,0.0,11,Webjet Ltd,4142472.82,1,100.00030381514252,listed,listed,rule,
NM:BLUSPRING ENTERPRISES,0.0,0.0,6,Bluspring Enterprises Ltd,4115297.02,1,9.328706386690854,listed,listed,rule,
NM:DIGITIDE SOLUTIONS,0.0,0.0,6,Digitide Solutions Ltd,4109724.0,1,10.108438932763452,listed,listed,rule,
NM:GMR POWER URBAN INFRA SPUN OFF,0.0,0.0,5,GMR Power and Urban Infra Ltd - Spun Off,4067240.72,1,0.06254655948296772,listed,listed,rule,
NM:ZHEJIANG AKCOME NEW ENERGY,0.0,0.0,40,Zhejiang Akcome New Energy Technology Co Ltd,4062700.1,8,0.19547187391905085,listed,listed,rule,
NM:TAHOE,0.0,0.0,12,Tahoe Group Co Ltd,4036488.3570600003,1,0.3501252938697963,listed,listed,rule,
NM:CERAGON NETWORKS,0.0,0.0,13,Anxin Trust Co Ltd,3971355.0,1,299.9999975505808,listed,listed,rule,
NM:ILIAD,0.0,0.0,8,Iliad,3902210.99,1,0.710795106727069,listed,listed,rule,
NM:RIVERBED EQUITY,0.0,0.36486486486486486,74,"Riverbed Technology, Inc.",3806156.96,8,98.74038520852706,unclassified,unclassified,unclassified,
NM:INTOUCH PCL,0.0,0.0,10,Intouch Holdings PCL,3689986.94,1,0.40094916901731725,listed,listed,rule,
NM:GRADIANT,0.0,0.0,5,Gradiant Corp,3670074.39,1,4.2003592870543116e-05,listed,listed,rule,
NM:S MAC KOREA,0.0,0.0,13,S-MAC Co Ltd/Korea,3660499.32,1,33.4026401944719,listed,listed,rule,
NM:INNOLUX,0.0,0.0,7,INNOLUX CORP,3650901.98,1,21.850834526622865,listed,listed,rule,
NM:ABB POWER PRODUCTS AND INDIA,0.0,0.0,6,ABB Power Products & Systems India Ltd.,3616471.4,1,3.578264108647211,listed,listed,rule,
NM:LUXCO 3,0.0,0.0,7,LuxCo 3,3511973.52,1,1.5712683132385052e-05,listed,listed,rule,
NM:HANSON INTERNATIONAL TBK PT,0.0,0.0,11,Hanson International Tbk PT,3409644.7199999997,2,71.7740860629018,listed,listed,rule,
NM:ILYANG PHARMACEUTICAL,0.0,0.0,16,Ilyang Pharmaceutical Co Ltd,3354006.81,1,31.79403810106567,listed,listed,verified,listed on the KRX
NM:COLOUR LIFE,0.0,0.41818181818181815,55,Colour Life Services Group Co Ltd,3181321.73,8,79.99513187020813,unclassified,unclassified,unclassified,
NM:CFT,0.0,0.0,30,CFT SpA,3138140.18,6,33.33333169288416,listed,listed,rule,
NM:BATTALION OIL,0.0,0.0,24,HALCON RESOURCES CORP COM USD NPV,3101254.8900000006,3,37.04338756129837,listed,listed,rule,
NM:TRUE PCL,0.0,0.0,6,True Corp PCL,2923714.13,1,0.7365988955885916,listed,listed,rule,
NM:THEMIS SOL SR B,0.8571428571428571,1.0,42,THEMIS SOL (CLIO) SR B CVT PFD STOCK PP,2895124.6,6,0.0,venture,venture,rule,
NM:AGROFRESH SOLUTIONS,0.0,0.0,5,AgroFresh Solutions Inc,2895003.0,1,0.0,listed,listed,rule,
NM:PT WIJAYA KARYA TBK,0.0,0.0,41,Wijaya Karya Persero Tbk PT,2718136.53,4,99.99999976679341,listed,listed,rule,
NM:SPAC GRSV ARDAGH PIPE COMMIT,1.0,0.4,5,SPAC GRSV/ARDAGH PIPE COMMIT PP,2666744.9299999997,1,5.55556049099748,unclassified,unclassified,unclassified,
NM:THEMIS SOL SR AB,0.8571428571428571,1.0,42,THEMIS SOL (CLIO) SR AB CVT PFD STOCK PP,2653084.16,6,0.0,venture,venture,rule,
NM:PEIJIA MEDICAL,0.0,0.2,5,Peijia Medical Ltd,2620205.9899999998,1,11.11115468049848,unclassified,unclassified,unclassified,
NM:UNIT,0.0,0.0,8,Unit Corp,2616133.83,1,29.78142076502732,listed,listed,rule,
NM:ALTICE FRANCE LUXCO 3,0.0,0.0,14,ALTICE FRANCE/LUXCO 3 SHARES,2610990.5,2,0.15875231273636548,listed,listed,rule,
NM:SAPIENS INTERNATIONAL,0.0,0.0,6,Sapiens International Corp NV,2596664.05,1,0.11507479861909697,listed,listed,rule,
NM:THANACHART CAPITAL PCL,0.0,0.0,20,Thanachart Capital PCL,2517330.38,4,3.0668530270894223e-06,listed,listed,rule,
NM:WALGREENS,0.0,0.0,5,WALGREENS BOOTS ALLIANCE INC,2470334.39,1,7.547169811320753,listed,listed,rule,
NM:PENGDU AGRICULTURE ANIMAL HUSBANDRY,0.0,0.0,33,Pengdu Agriculture & Animal Husbandry Co Ltd,2446536.7600000002,3,157.14285140988977,listed,listed,rule,
NM:SEAZEN,0.0,0.0,8,Seazen Group Ltd,2428898.53,1,0.700974557074141,listed,listed,rule,
NM:DMS,0.0,0.0,51,DMS Co Ltd,2422829.57,3,166.63861876405548,listed,listed,rule,
NM:TINGO,0.0,0.0,14,TINGO GROUP INC,2401761.66,2,2.220446049250313e-14,listed,listed,rule,
NM:KUK IL PAPER MANUFACTURING,0.0,0.0,29,Kuk-il Paper Manufacturing Co Ltd,2397902.47,4,49.999994669366934,listed,listed,rule,
NM:AOMORI BANK,0.0,0.0,5,Aomori Bank Ltd/The,2368572.6,1,1.3203636054158974,listed,listed,rule,
NM:SOMFY S A,0.0,0.0,9,Somfy SA,2313445.2,1,0.22783879837058318,listed,listed,rule,
NM:KASPI KZ,0.0,0.4,5,Kaspi.KZ JSC,2280616.55,1,27.259259259259274,unclassified,unclassified,unclassified,
NM:ZHONGTIAN,0.0,0.0,23,Zhongtian Financial Group Co Ltd,2212062.63,2,99.99995154419912,listed,listed,rule,
NM:HYFLUX,0.0,0.0,12,Hyflux Ltd,2179506.1399999997,1,153.01207250895104,listed,listed,rule,
NM:ARABI KSC,0.0,0.0,10,Arabi Group Holding KSC,2101991.17,2,50.0489511269032,listed,listed,rule,
NM:CP AXTRA PCL,0.0,0.0,5,CP Axtra PCL,2099867.92,1,0.16144506046871232,listed,listed,rule,
NM:INDUSTRIES,0.0,0.625,32,BIS Industries Ltd.,2086136.32,6,2.102880571040555,unclassified,unclassified,unclassified,
ROW:89169,0.0,0.0,35,Media General Inc,2055184.23,5,51.47900521021709,listed,listed,rule,
NM:WESTMORELAND COAL,0.0,0.0,20,WESTMORELAND COAL,2043256.8300000003,2,175.57755775577556,listed,listed,rule,
NM:GUOTAI JUNAN SECURITIES,0.0,0.058823529411764705,17,Guotai Junan Securities Co Ltd,1979549.31,1,106.12239053782022,unclassified,unclassified,unclassified,
NM:LIVE OAK ACQUISITION II PIPE,0.0,0.0,6,LIVE OAK ACQUISITION CORP. II PIPE,1978780.0,1,0.0,listed,listed,rule,
NM:ABACUS STORAGE KING,0.0,0.0,6,Abacus Storage King,1952051.13,1,1.2241058078288347e-05,listed,listed,rule,
NM:FREEWIRE EQUITY,0.0,0.16666666666666666,6,FREEWIRE EQUITY,1900080.0,1,0.0,unclassified,unclassified,unclassified,
NM:NEWSTAR FINANCIAL CVR,0.0,0.0,87,First Eagle Private Credit LLC,1853694.3800000001,12,187.44609066555284,listed,listed,rule,
NM:ADANI ENTERPRISE PARTLY P,0.0,0.0,9,Adani Enterprises Ltd,1851564.2600000002,1,222.50002469716213,listed,listed,rule,
ROW:309316,0.0,0.09302325581395349,43,ABIOMED Inc,1850450.69,6,76.47058823529412,unclassified,unclassified,unclassified,
NM:AKOUOS,0.0,0.0,30,AKOUOS INC,1726764.0,6,50.0,listed,listed,rule,
NM:ACHILLION PHARMACEUTICALS CVR,0.0,0.06976744186046512,86,ACHILLION PHARMACE COMMON STOCK,1691339.04,11,159.27588015744948,unclassified,unclassified,unclassified,
NM:NOBLE 144A,0.0,0.0,8,Noble Group Ltd,1637588.1300000001,1,62.81244012483993,listed,listed,rule,
NM:DIGIDRIVE DISTRIBUTORS,0.0,0.0,12,Digidrive Distributors Ltd,1605581.4900000002,2,16.672875282106023,listed,listed,rule,
NM:CVI CB V,0.0,0.02702702702702703,37,BM Technologies Inc,1518763.1600000001,6,14.04117249952841,unclassified,unclassified,unclassified,
ROW:307693,0.0,0.0,18,"Remington Outdoor Co., Inc.",1437407.99,3,94.38832557650588,listed,listed,rule,
NM:WINTHROP REALTY TRUST LIQUIDATION ESCROW,0.0,0.2,5,Winthrop Realty Trust,1390934.1199999999,1,229.99998358656524,unclassified,unclassified,unclassified,
NM:ADLER S A,0.0,0.0,32,ADLER GROUP SA,1384611.56,4,2.2922924969304148e-05,listed,listed,rule,
NM:YAK BLOCKER 2,0.0,0.0,60,YAK BLOCKER 2 LLC,1377093.35,5,0.00041071865213293535,listed,listed,rule,
NM:MWO,0.0,0.21951219512195122,41,MWO HOLDINGS LLC,1356408.6099999999,7,32.08197003616326,unclassified,unclassified,unclassified,
NM:TREEHOUSE FOODS CVR,0.0,0.0,8,TREEHOUSE FOODS INC,1288359.15,1,35.71428632929508,listed,listed,rule,
NM:TAIWAN LAND DEVELOPMENT,0.0,0.0,12,Taiwan Land Development Corp,1253153.42,1,33.3333364288106,listed,listed,rule,
NM:ALTUS SAN NICOLAS,0.0,0.02830188679245283,106,Altus San Nicolas Corp,1160483.03,8,2.336210887805823,unclassified,unclassified,unclassified,
NM:JINGRUI,0.0,0.0,18,Jingrui Holdings Ltd,1131360.84,2,100.75760276227945,listed,listed,rule,
NM:BRAEMAR,0.0,0.0,5,BRAEMAR PLC,1118519.29,1,33.333275912166904,listed,listed,rule,
ROW:108916,0.0,0.03773584905660377,53,ACTUA CORP,1047851.7899999999,10,50.01100110011001,unclassified,unclassified,unclassified,
NM:JASON,0.0,0.0,6,JASON INC,1021421.1499999999,1,2.220446049250313e-14,listed,listed,rule,
NM:SUNING COMMERCE,0.0,0.0,10,Suning.com Co Ltd,1019114.5599999999,1,0.10217556186782328,listed,listed,rule,
NM:ZALANDO SE,0.0,0.0,7,Zalando SE,984159.0599999999,1,16.463622954185574,listed,listed,rule,
NM:PIONEER ENERGY SERVICES,0.0,0.03125,32,PIONEER ENERGY SERVICES CORP COMMON STOCK,962300.42,3,211.42857142857144,unclassified,unclassified,unclassified,
